  1.0000000e+001  2.4817674e-022
  1.0023060e+001  2.4616479e-022
  1.0046173e+001  2.4417382e-022
  1.0069340e+001  2.4220358e-022
  1.0092560e+001  2.4025379e-022
  1.0115833e+001  2.3832416e-022
  1.0139161e+001  2.3641444e-022
  1.0162542e+001  2.3452436e-022
  1.0185976e+001  2.3265366e-022
  1.0209465e+001  2.3080210e-022
  1.0233008e+001  2.2896943e-022
  1.0256606e+001  2.2715541e-022
  1.0280258e+001  2.2535979e-022
  1.0303964e+001  2.2358233e-022
  1.0327725e+001  2.2182281e-022
  1.0351541e+001  2.2008100e-022
  1.0375412e+001  2.1835667e-022
  1.0399337e+001  2.1664961e-022
  1.0423318e+001  2.1495959e-022
  1.0447355e+001  2.1328640e-022
  1.0471446e+001  2.1162984e-022
  1.0495594e+001  2.0998970e-022
  1.0519796e+001  2.0836576e-022
  1.0544055e+001  2.0675784e-022
  1.0568370e+001  2.0516574e-022
  1.0592741e+001  2.0358926e-022
  1.0617168e+001  2.0202820e-022
  1.0641651e+001  2.0048240e-022
  1.0666191e+001  1.9895165e-022
  1.0690787e+001  1.9743577e-022
  1.0715440e+001  1.9593459e-022
  1.0740150e+001  1.9444793e-022
  1.0764917e+001  1.9297561e-022
  1.0789741e+001  1.9151746e-022
  1.0814622e+001  1.9007332e-022
  1.0839560e+001  1.8864302e-022
  1.0864557e+001  1.8722638e-022
  1.0889610e+001  1.8582326e-022
  1.0914722e+001  1.8443349e-022
  1.0939891e+001  1.8305692e-022
  1.0965119e+001  1.8169338e-022
  1.0990404e+001  1.8034274e-022
  1.1015748e+001  1.7900482e-022
  1.1041151e+001  1.7767950e-022
  1.1066612e+001  1.7636662e-022
  1.1092131e+001  1.7506604e-022
  1.1117710e+001  1.7377761e-022
  1.1143347e+001  1.7250120e-022
  1.1169044e+001  1.7123667e-022
  1.1194800e+001  1.6998387e-022
  1.1220615e+001  1.6874269e-022
  1.1246490e+001  1.6751298e-022
  1.1272425e+001  1.6629461e-022
  1.1298419e+001  1.6508746e-022
  1.1324473e+001  1.6389140e-022
  1.1350587e+001  1.6270630e-022
  1.1376762e+001  1.6153205e-022
  1.1402997e+001  1.6036850e-022
  1.1429292e+001  1.5921556e-022
  1.1455648e+001  1.5807309e-022
  1.1482065e+001  1.5694099e-022
  1.1508543e+001  1.5581913e-022
  1.1535082e+001  1.5470741e-022
  1.1561682e+001  1.5360570e-022
  1.1588343e+001  1.5251390e-022
  1.1615066e+001  1.5143190e-022
  1.1641850e+001  1.5035960e-022
  1.1668696e+001  1.4929687e-022
  1.1695605e+001  1.4824363e-022
  1.1722575e+001  1.4719976e-022
  1.1749607e+001  1.4616517e-022
  1.1776702e+001  1.4513975e-022
  1.1803859e+001  1.4412340e-022
  1.1831079e+001  1.4311602e-022
  1.1858361e+001  1.4211752e-022
  1.1885707e+001  1.4112780e-022
  1.1913115e+001  1.4014677e-022
  1.1940587e+001  1.3917433e-022
  1.1968122e+001  1.3821039e-022
  1.1995721e+001  1.3725485e-022
  1.2023383e+001  1.3630764e-022
  1.2051109e+001  1.3536865e-022
  1.2078899e+001  1.3443781e-022
  1.2106753e+001  1.3351502e-022
  1.2134671e+001  1.3260021e-022
  1.2162654e+001  1.3169327e-022
  1.2190701e+001  1.3079414e-022
  1.2218813e+001  1.2990273e-022
  1.2246989e+001  1.2901896e-022
  1.2275231e+001  1.2814274e-022
  1.2303538e+001  1.2727401e-022
  1.2331910e+001  1.2641267e-022
  1.2360347e+001  1.2555866e-022
  1.2388850e+001  1.2471189e-022
  1.2417419e+001  1.2387230e-022
  1.2446054e+001  1.2303980e-022
  1.2474755e+001  1.2221432e-022
  1.2503521e+001  1.2139580e-022
  1.2532355e+001  1.2058415e-022
  1.2561254e+001  1.1977931e-022
  1.2590221e+001  1.1898120e-022
  1.2619254e+001  1.1818977e-022
  1.2648354e+001  1.1740493e-022
  1.2677521e+001  1.1662662e-022
  1.2706756e+001  1.1585478e-022
  1.2736058e+001  1.1508934e-022
  1.2765427e+001  1.1433024e-022
  1.2794864e+001  1.1357740e-022
  1.2824369e+001  1.1283077e-022
  1.2853942e+001  1.1209028e-022
  1.2883584e+001  1.1135587e-022
  1.2913293e+001  1.1062748e-022
  1.2943071e+001  1.0990505e-022
  1.2972918e+001  1.0918852e-022
  1.3002834e+001  1.0847783e-022
  1.3032818e+001  1.0777291e-022
  1.3062872e+001  1.0707373e-022
  1.3092995e+001  1.0638020e-022
  1.3123188e+001  1.0569229e-022
  1.3153450e+001  1.0500993e-022
  1.3183782e+001  1.0433307e-022
  1.3214184e+001  1.0366165e-022
  1.3244656e+001  1.0299562e-022
  1.3275198e+001  1.0233493e-022
  1.3305811e+001  1.0167952e-022
  1.3336494e+001  1.0102935e-022
  1.3367248e+001  1.0038435e-022
  1.3398073e+001  9.9744483e-023
  1.3428969e+001  9.9109695e-023
  1.3459937e+001  9.8479936e-023
  1.3490975e+001  9.7855158e-023
  1.3522086e+001  9.7235311e-023
  1.3553268e+001  9.6620347e-023
  1.3584522e+001  9.6010220e-023
  1.3615848e+001  9.5404881e-023
  1.3647246e+001  9.4804285e-023
  1.3678716e+001  9.4208386e-023
  1.3710260e+001  9.3617138e-023
